1.00E-09,4.51145E-08
1.26E-09,7.17323E-09
1.58E-09,2.80022E-08
2.00E-09,1.70124E-08
2.51E-09,2.63646E-08
3.16E-09,4.09910E-08
3.98E-09,2.30125E-07
5.01E-09,1.94978E-07
6.31E-09,2.98675E-07
7.64E-09,3.53917E-07
1.00E-08,1.03219E-06
1.26E-08,1.08461E-06
1.58E-08,1.86830E-06
2.00E-08,2.35724E-06
2.51E-08,3.39442E-06
3.16E-08,4.23306E-06
3.98E-08,5.33283E-06
5.01E-08,6.45331E-06
6.31E-08,6.47584E-06
7.64E-08,5.68984E-06
1.00E-07,6.39849E-06
1.26E-07,4.31260E-06
1.58E-07,2.78342E-06
2.00E-07,2.00541E-06
2.51E-07,1.26872E-06
3.16E-07,1.05922E-06
3.98E-07,8.65717E-07
5.01E-07,9.40318E-07
6.31E-07,6.82373E-07
7.64E-07,6.39422E-07
1.00E-06,8.93535E-07
1.26E-06,7.24806E-07
1.58E-06,9.87751E-07
2.00E-06,1.02320E-06
2.51E-06,7.02073E-07
3.16E-06,8.35204E-07
3.98E-06,9.41487E-07
5.01E-06,5.85761E-07
6.31E-06,6.97712E-07
7.64E-06,5.52019E-07
1.00E-05,1.08606E-06
1.26E-05,6.25197E-07
1.58E-05,6.60769E-07
2.00E-05,8.14847E-07
2.51E-05,7.62127E-07
3.16E-05,6.85481E-07
3.98E-05,8.69933E-07
5.01E-05,6.28322E-07
6.31E-05,5.74868E-07
7.64E-05,5.86645E-07
1.00E-04,6.91332E-07
1.26E-04,8.01478E-07
1.58E-04,9.56274E-07
2.00E-04,8.11731E-07
2.51E-04,7.18778E-07
3.16E-04,9.49193E-07
3.98E-04,7.07121E-07
5.01E-04,9.43100E-07
6.31E-04,7.64339E-07
7.64E-04,8.35848E-07
1.00E-03,1.32031E-06
1.26E-03,7.10682E-07
1.58E-03,8.03809E-07
2.00E-03,1.17730E-06
2.51E-03,1.03310E-06
3.16E-03,7.39389E-07
3.98E-03,6.80638E-07
5.01E-03,1.19233E-06
6.31E-03,7.78619E-07
7.64E-03,6.33297E-07
1.00E-02,1.66227E-06
1.26E-02,9.86419E-07
1.58E-02,1.11378E-06
2.00E-02,1.44663E-06
2.51E-02,9.48368E-07
3.16E-02,1.37532E-06
3.98E-02,1.06395E-06
5.01E-02,1.74436E-06
6.31E-02,1.37604E-06
7.64E-02,1.59597E-06
1.00E-01,7.87706E-07
1.26E-01,1.39011E-06
1.58E-01,1.73923E-06
2.00E-01,1.66137E-06
2.51E-01,1.79376E-06
3.16E-01,1.07090E-06
3.98E-01,1.68003E-06
5.01E-01,2.66398E-06
6.31E-01,1.07704E-06
7.64E-01,2.20755E-06
1.00E+00,1.98952E-06
1.26E+00,1.99401E-06
1.58E+00,1.74147E-06
2.00E+00,1.71910E-06
2.51E+00,1.31998E-06
3.16E+00,8.64444E-07
3.98E+00,8.18078E-07
5.01E+00,2.74188E-07
6.31E+00,4.96880E-07
7.64E+00,0.00000E+00
1.00E+01,1.28483E-07
1.26E+01,0.00000E+00
1.58E+01,0.00000E+00
2.00E+01,0.00000E+00
2.51E+01,0.00000E+00
3.16E+01,0.00000E+00
3.98E+01,0.00000E+00
5.01E+01,0.00000E+00
6.31E+01,0.00000E+00
7.64E+01,0.00000E+00
